KEY_lang,English,Vietnamese,Russian,Spanish,French,Japanese,Korean,Thai,Arabic,Chinese,Portuguese,German,Italian,Indonesian,Turkish,
"ques_level_68","Click this button 10 times, then click OK button to pass this level","Nhấp vào nút này 10 lần, sau đó nhấp vào nút OK để vượt qua cấp độ này","Нажмите эту кнопку 10 раз, затем нажмите кнопку пройти, чтобы пройти этот уровень","Haga clic en este botón 10 veces, luego haga clic en el botón de pasar para pasar este nivel","Cliquez sur ce bouton 10 fois, puis cliquez sur le bouton Passer pour passer ce niveau","このボタンを10回クリックしてから、パスボタンをクリックしてこのレベルをパスします","이 버튼을 10 번 클릭 한 다음 통과 버튼을 클릭하여이 레벨을 통과하십시오.","คลิกที่ปุ่มนี้ 10 ครั้งจากนั้นคลิกที่ปุ่มผ่านเพื่อผ่านระดับนี้","ىﻮﺘﺴﻤﻟا اﺬﻫ ﺮﻳﺮﻤﺘﻟ "ﻖﻓاﻮﻣ" رﺰﻟا قﻮﻓ ﺮﻘﻧا ﻢﺛ ، تاﺮﻣ 10 رﺰﻟا اﺬﻫ قﻮﻓ ﺮﻘﻧا","单击此按钮10次，然后单击“通过”按钮以通过此级别","Clique neste botão 10 vezes e, em seguida, clique no botão Pass para passar este nível","Klicken Sie zehnmal auf diese Schaltfläche und dann auf die Schaltfläche "Bestanden", um dieses Level zu bestehen","Fai clic su questo pulsante 10 volte, quindi fai clic sul pulsante Passa per superare questo livello","Klik tombol ini 10 kali, lalu klik tombol pass untuk melewati level ini","Bu düğmeyi 10 kez tıklayın, ardından bu seviyeyi geçmek için geçiş düğmesini tıklayın.",
"hint_level_68","Just 10 times! Watch out your turn click","Chỉ cần 10 lần! Xem ra lần lượt của bạn","Всего 10 раз! Остерегайтесь своей очереди нажмите","¡Solo 10 veces! Cuidado con tu turno clic","10 fois seulement! Faites attention à votre clic","たった10回！ターンクリックに注意してください","단 10 번! 차례 클릭을 조심하십시오","แค่ 10 ครั้ง! ระวังการเลี้ยวของคุณ","ﺮﻘﻧا كرود ﻦﻣ سﺮﺘﺣا !تاﺮﻣ 10 ﻂﻘﻓ","仅10次！当心轮到您单击","Apenas 10 vezes! Cuidado com o clique na sua vez","Nur 10 mal! Achten Sie auf Ihren Turn Click","Solo 10 volte! Fai attenzione al tuo turno di clic","Hanya 10 kali! Watch out klik giliran Anda","Sadece 10 kere! Dönüş sıranıza dikkat edin",
"tips_level_68","That number is weird","Con số đó thật kỳ lạ.","Это число странно","Ese numero es raro","Ce nombre est bizarre","その数は奇妙です","그 숫자는 이상하다","หมายเลขนั้นแปลก","ﺐﻳﺮﻏ ﻢﻗﺮﻟا اﺬﻫ","这个数字很奇怪","Esse número é estranho","Diese Nummer ist komisch","Quel numero è strano","Angka itu aneh","Bu numara garip",
"ques_level_69","How to cat win to a mouse","Làm sao để chuột chiến thắng mèo","Как кошку победить мышке","Cómo ganar un gato a un ratón","Comment chat gagner à une souris","ネズミに勝つ方法","고양이에게 마우스로이기는 방법 ","วิธีชนะแมวโดยใช้เมาส์","سوﺎﻤﻟا ﯽﻟإ ﻂﻘﻟا زﻮﻔﻟا ﺔﻴﻔﻴﻛ","如何猫赢得老鼠","Como ganhar um gato em um mouse","Wie man eine Maus gewinnt","Come vincere un gatto a un topo","Cara kucing menang di mouse","Kedi fareyi kazanmak için nasıl",
"hint_level_69","Zoom in on the mouse. The bigger one will be the winner","Hãy phóng to chú chuột lên. Kẻ có kích thước lớn hơn sẽ là người chiến thắng","Увеличьте мышку. Чем больше будет победитель","Acercar el mouse. El más grande será el ganador.","Zoomez sur la souris. Le plus gros sera le gagnant","マウスを拡大します。大きい方が勝者になります","마우스를 확대하십시오. 큰 사람이 승자가 될 것입니다","ซูมเข้าเมาส์ คนที่ใหญ่กว่าจะเป็นผู้ชนะ","ﺰﺋﺎﻔﻟا نﻮﻜﻴﺳ ﺪﺣاو ﺮﺒﻛأ .سوﺎﻤﻟا ﺮﻴﺒﻜﺗ","放大鼠标。更大的将是赢家","Aumente o zoom no mouse. Quanto maior será o vencedor","Klick die Maus in eine Nahansicht. Der größere wird der Gewinner sein","Ingrandisci con il mouse. Il più grande sarà il vincitore","Memperbesar mouse. Yang lebih besar akan menjadi pemenang","Fareyi yakınlaştırın. Büyük olanı kazanacak",
"tips_level_69","Whoever is bigger will be the winner","Ai kích thước lớn hơn sẽ là người dành chiến thắng","Тот, кто больше, будет победителем","Quien sea más grande será el ganador.","Celui qui est le plus grand sera le gagnant","大きい方が勝者になります","더 큰 사람이 승자가 될 것입니다","ใครที่ใหญ่กว่าจะเป็นผู้ชนะ","ﺰﺋﺎﻔﻟا نﻮﻜﻴﺳ ﺮﺒﻛأ ﻦﻣ","更大的人将是赢家","Quem for maior será o vencedor","Wer größer ist, gewinnt","Chiunque sia più grande sarà il vincitore","Siapa pun yang lebih besar akan menjadi pemenang","Kim daha büyükse kazanacak",
"ques_level_72","1119 = 1\n\n2228 = 2\n\n3838 = 4\n\n9988 = ?","1119 = 1\n\n2228 = 2\n\n3838 = 4\n\n9988 = ?","1119 = 1\n\n2228 = 2\n\n3838 = 4\n\n9988 = ?","1119 = 1\n\n2228 = 2\n\n3838 = 4\n\n9988 = ?","1119 = 1\n\n2228 = 2\n\n3838 = 4\n\n9988 = ?","1119 = 1\n\n2228 = 2\n\n3838 = 4\n\n9988 = ?","1119 = 1\n\n2228 = 2\n\n3838 = 4\n\n9988 = ?","1119 = 1\n\n2228 = 2\n\n3838 = 4\n\n9988 = ?","1 = 1119\n\n2 = 2228\n\n4 = 3838\n\n? = 9988","1119 = 1\n\n2228 = 2\n\n3838 = 4\n\n9988 = ?","1119 = 1\n\n2228 = 2\n\n3838 = 4\n\n9988 = ?","1119 = 1\n\n2228 = 2\n\n3838 = 4\n\n9988 = ?","1119 = 1\n\n2228 = 2\n\n3838 = 4\n\n9988 = ?","1119 = 1\n\n2228 = 2\n\n3838 = 4\n\n9988 = ?","1119 = 1\n\n2228 = 2\n\n3838 = 4\n\n9988 = ?",
"hint_level_72","Count the number of circles in the numbers","Hãy đếm số vòng tròn trong các con số","Подсчитайте количество кружков в числах","Cuenta el número de círculos en los números","Comptez le nombre de cercles dans les nombres","数字の中の円の数を数える","숫자의 원 수를 센다","นับจำนวนวงกลมในตัวเลข","مﺎﻗرﻷا ﻲﻓ ﺮﺋاوﺪﻟا دﺪﻋ بﺎﺴﺣ","计算数字中的圆圈数","Conte o número de círculos nos números","Zählen Sie die Anzahl der Kreise in den Zahlen","Contare il numero di cerchi nei numeri","Hitung jumlah lingkaran dalam angka","Sayılardaki çevrelerin sayısını say",
"tips_level_72","Are you a genius?","Bạn có phải là thiên tài không?","Вы гений?","¿Eres un genio?","Êtes-vous un génie?","あなたは天才ですか？","당신은 천재입니까?","คุณเป็นอัจฉริยะหรือไม่","؟يﺮﻘﺒﻋ ﺖﻧأ ﻞﻫ","你是天才吗？","Você é um gênio?","Bist du ein Genie?","Sei un genio?","Apakah Anda jenius?","Sen bir dahi misin?",
"ques_level_67","Make him stop being hot?","Hãy làm anh ấy hết nóng bức ?","Заставить его перестать быть горячим?","¿Hacer que deje de estar caliente?\n","Le faire cesser d'avoir chaud?\n","彼が暑くなるのをやめさせますか？\n","그를 뜨겁게 만들지?\n","ทำให้เขาหยุดความร้อน?\n","؟ﺎﻨﺧﺎﺳ نﻮﻜﻳ نأ ﻦﻋ ﻒﻗﻮﺘﻳ ﻪﻠﻌﺠﺗ\n","让他别再发烫了？\n","Fazê-lo parar de ser gostoso?\n","Ihn aufhören lassen, heiß zu sein?\n","Farlo smettere di essere caldo?\n","Buat dia berhenti menjadi panas?","Onu ateşli yapmayı bıraksın mı?",
"hint_level_67","Hot! Please take off all clothes","Nóng quá! Hãy cởi hết quần áo ra nào","Жарко! Пожалуйста, снимите всю одежду","¡Caliente! Por favor quítate toda la ropa\n","Chaud! Veuillez enlever tous les vêtements\n","ホット！すべての服を脱いでください\n","뜨거운! 모든 옷을 벗으십시오\n","ร้อน! โปรดถอดเสื้อผ้าทั้งหมดออก\n","ﺲﺑﻼﻤﻟا ﻊﻴﻤﺟ ﻊﻠﺧ ﯽﺟﺮﻳ !رﺎﺤﻟا\n","热！请脱掉所有衣服\n","Quente! Por favor, tire todas as roupas\n","Heiß! Bitte ziehen Sie alle Kleider aus\n","Caldo! Per favore, togliti tutti i vestiti\n","Panas! Silakan lepaskan semua pakaian","Sıcak! Lütfen tüm kıyafetlerini çıkar",
"tips_level_67","So cool! Let's go swimming!!!!!","Mát mẻ quá! Đi bơi thôi!!!!!","Так круто! Давайте пойдем поплаваем!!!!!","¡Muy guay! ¡¡¡¡¡Vamos a nadar!!!!!\n","Trop cool! Allons nager!!!!!\n","とてもクール！泳ぎに行こう！！！！！\n","너무 멋져요! 수영하러 가자 !!!!!\n","เจ๋ง! ไปว่ายน้ำกันเถอะ!!!!!\n","!!!!!ﺔﺣﺎﺒﺴﻠﻟ ﺐﻫﺬﻨﻟ !اﺪﺟ ﻒﻴﻄﻟ\n","非常酷！我们去游泳吧！！！！！\n","Tão legal! Vamos nadar!!!!!\n","So cool! Lass uns mal schwimmen gehen!!!!!\n","Così bello! Andiamo a nuotare!!!!!\n","Keren abis! Ayo pergi berenang!!!!!","Çok havalı! Hadi yüzmeye gidelim!!!!!",
"ques_level_42","How to light 2 torches","Làm sao để thắp sáng 2 ngọn đuốc","Как зажечь 2 факела","Cómo encender 2 antorchas","Comment allumer 2 torches","2つのトーチを点灯する方法","2 개의 횃불을 켜는 방법","วิธีทำไฟคบเพลิง 2 จุด","2 ﻞﻋﺎﺸﻤﻟا ءﻲﻀﺗ ﻒﻴﻛ","如何点燃两把火把","Como acender duas tochas","Wie man 2 Fackeln anzündet","Come accendere 2 torce","Cara menyalakan 2 obor","2 fener nasıl aydınlatılır",
"hint_level_42","Please light the torch in the middle and tilt the device","Hãy thắp sáng ngọn đuốc ở giữa và nghiêng thiết bị","Пожалуйста, зажечь факел в середине и наклонить устройство","Enciende la antorcha en el medio e inclina el dispositivo","Veuillez allumer la torche au milieu et incliner l'appareil","中央のトーチを点灯し、デバイスを傾けてください","중간에 토치를 켜고 장치를 기울입니다.","กรุณาจุดคบเพลิงตรงกลางและเอียงอุปกรณ์","زﺎﻬﺠﻟا ﺔﻟﺎﻣإو ﻂﺳﻮﻟا ﻲﻓ ﺔﻠﻌﺸﻟا ةءﺎﺿإ ﯽﺟﺮﻳ","请在中间点燃手电筒并倾斜设备","Por favor, acenda a tocha no meio e incline o dispositivo","Bitte zünden Sie die Taschenlampe in der Mitte an und kippen Sie das Gerät","Accendi la torcia al centro e inclina il dispositivo","Tolong nyalakan obor di tengah dan miringkan perangkat","Lütfen torcu ortasından aydınlatın ve cihazı eğin",
"tips_level_42","Lighting!!!","Thắp sáng!!!\n","Осветительные приборы!!!","¡¡¡Iluminación!!!\n","Éclairage!!!\n","点灯！！！\n","조명!!!\n","โคมไฟ !!!\n","!!!ةءﺎﺿإ\n","灯光！！！","Iluminação!!!","Beleuchtung!!!","Illuminazione!!!","Petir!!!","Aydınlatma!!!",
"ques_level_45","How to stop the flow of water","Làm sao để nước ngừng chảy","Как остановить поток воды","¿Cómo detener el flujo de agua?\n","Comment arrêter l'écoulement de l'eau\n","水の流れを止める方法\n","물의 흐름을 막는 방법\n","วิธีหยุดยั้งการไหลของน้ำ\n","هﺎﻴﻤﻟا ﻖﻓﺪﺗ ﻒﻗو ﺔﻴﻔﻴﻛ","如何阻止水流\n","Como parar o fluxo de água\n","So stoppen Sie den Wasserfluss\n","Come fermare il flusso d'acqua\n","Cara menghentikan aliran air","Su akışını durdurmak nasıl",
"hint_level_45","Turn the device upside down to the water to flow backwards","Hãy dốc ngược thiết bị để nước chảy ngược lại","Переверните устройство вверх дном, чтобы вода текла назад","Ponga el dispositivo boca abajo para que el agua fluya hacia atrás.\n","Retournez l'appareil à l'eau pour refluer\n","デバイスを逆さまにして水に逆流させます\n","장치를 거꾸로 뒤집어 물이 역류되도록합니다\n","พลิกอุปกรณ์คว่ำลงไปในน้ำเพื่อไหลย้อนกลับ\n","ﻒﻠﺨﻠﻟ ءﺎﻤﻟا ﻖﻓﺪﺘﻳ ﯽﺘﺣ ﺐﻘﻋ ﯽﻠﻋ ﺎًﺳأر زﺎﻬﺠﻟا ﺐﻠﻗا\n","将设备上下颠倒至水倒流\n","Vire o dispositivo de cabeça para baixo na água para fluir para trás\n","Drehen Sie das Gerät auf den Kopf, bis das Wasser nach hinten fließt\n","Capovolgi il dispositivo verso l'acqua per scorrere all'indietro\n","Balikkan perangkat hingga air mengalir mundur","Cihazı geriye doğru akmak için baş aşağı doğru çevirin",
"tips_level_45","Wooo!","Wooo!","Wooo!","Wooo!","Wooo!","Wooo!","Wooo!","Wooo!","Wooo!","Wooo!","Wooo!","Wooo!","Wooo!","Wooo!","Wooo!",
"ques_level_46","Stop them from fighting!","Hãy dừng chúng lại","Останови их от борьбы!","¡Detengan de pelear!\n","Empêchez-les de se battre!\n","彼らの戦いを止めてください！\n","그들이 싸우는 것을 막으십시오!","หยุดพวกเขาจากการต่อสู้!\n","!لﺎﺘﻘﻟا ﻦﻣ ﻢﻬﻌﻨﻣ\n","阻止他们战斗！\n","Pare-os de lutar!\n","Halte sie vom Kämpfen ab!\n","Impedisci loro di combattere!\n","Hentikan mereka dari pertempuran!","Savaşmalarını engelle!",
"hint_level_46","Please separate them from each other","Hãy tách chúng khỏi nhau","Пожалуйста, отделите их друг от друга","Por favor, sepárelos unos de otros\n","Veuillez les séparer les uns des autres\n","それらを互いに分離してください\n","서로 분리하십시오\n","โปรดแยกพวกเขาออกจากกัน\n","ﺾﻌﺒﻟا ﺎﻬﻀﻌﺑ ﻦﻋ ﺎﻬﻠﺼﻓ ﯽﺟﺮﻳ\n","请把它们彼此分开\n","Separe-os um do outro\n","Bitte trennen Sie sie voneinander\n","Si prega di separarli l'uno dall'altro\n","Harap pisahkan satu sama lain","Lütfen onları birbirlerinden ayırın",
"tips_level_46","Good job! You're messenger of peace","Làm tốt lắm! Bạn là sứ giả của hòa bình","Отличная работа! Ты посланник мира","¡Buen trabajo! Eres mensajero de la paz\n","Bon travail! Tu es le messager de la paix\n","よくやった！あなたは平和の使者です\n","잘 했어! 당신은 평화의 메신저\n","เยี่ยมมาก! คุณเป็นผู้ส่งสารแห่งสันติภาพ\n","مﻼﺴﻟا لﻮﺳر ﺖﻧأ !ﺪﻴﺟ ﻞﻤﻋ\n","做得好！你是和平的使者\n","Bom trabalho! Você é mensageiro da paz\n","Gut gemacht! Du bist ein Friedensbote\n","Buon lavoro! Sei un messaggero di pace\n","Kerja bagus! Anda adalah utusan perdamaian","Aferin! Sen barış elçisisin",
"ques_level_54","Find the cat","Tìm con mèo","Найди кота","Encuentra el gato","Trouver le chat","猫を見つける","고양이 찾기","หาแมว","ﺔﻄﻘﻟا ﺪﺟ","找到猫","Ache o gato","Finde die Katze","Trova il gatto","Temukan kucing itu","Kediyi bul",
